,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,54.5,61.5,0.0
1,OTHER,26.67,68.18,0.0
2,NATIVE AMERICAN,100.0,100.0,0.0
3,LATINO,44.0,52.94,0.0
4,ASIAN-PACIFIC,37.21,50.72,0.0
5,WHITE,64.91,66.24,100.0
6,BLACK,61.02,75.5,100.0
