,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,34.45,41.41,0.0
1,OTHER,53.85,50.0,0.0
2,NATIVE AMERICAN,66.67,50.0,0.0
3,LATINO,36.62,44.05,0.0
4,ASIAN-PACIFIC,55.56,27.27,0.0
5,WHITE,63.46,64.45,100.0
6,BLACK,46.88,56.41,0.0
