,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,10.53,33.33,0.0
1,OTHER,100.0,0.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,0.0,100.0,0.0
4,ASIAN-PACIFIC,0.0,0.0,0.0
5,WHITE,71.76,67.68,0.0
6,BLACK,32.12,51.53,0.0
