,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,33.33,41.67,0.0
1,OTHER,100.0,0.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,0.0,0.0,0.0
4,ASIAN-PACIFIC,0.0,0.0,0.0
5,WHITE,74.07,48.48,0.0
6,BLACK,61.96,69.77,0.0
