RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,56.25,64.71,0.0,60.61
OTHER,0.0,100.0,0.0,50.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0,0.0
WHITE,52.68,57.39,0.0,55.07
BLACK,0.0,0.0,0.0,0.0
TOTAL,50.37,58.21,0.0,54.28
