,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,38.35,33.58,0.0
1,OTHER,64.71,66.67,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,61.11,55.17,0.0
4,ASIAN-PACIFIC,51.72,62.5,0.0
5,WHITE,58.64,58.5,50.0
6,BLACK,52.38,56.25,0.0
