RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,24.87,34.18,0.00,29.52
OTHER,32.61,62.07,0.00,49.04
NATIVE-AM,0.00,66.67,0.00,50.00
HISP-LT,39.51,46.89,0.00,43.55
ASIA-PI,30.56,35.59,0.00,32.82
WHITE,49.61,48.94,0.00,49.25
BLACK,51.19,64.63,0.00,58.87
TOTAL,46.26,53.65,0.00,50.28
