,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,29.79,30.95,0.0
1,OTHER,53.85,34.78,0.0
2,NATIVE AMERICAN,66.67,0.0,0.0
3,LATINO,25.0,43.75,0.0
4,ASIAN-PACIFIC,62.5,61.54,0.0
5,WHITE,58.73,59.15,0.0
6,BLACK,36.65,45.42,0.0
