,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,34.08,43.43,0.0
1,OTHER,56.52,27.59,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,31.37,42.0,0.0
4,ASIAN-PACIFIC,25.0,20.0,0.0
5,WHITE,50.88,50.5,100.0
6,BLACK,38.52,51.88,0.0
