PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BA,0,53.42,43.31,0,64.86,31.58,0,0,50,0,49.09,37.78,0,39.02,46.67,0,59.89,61.96,66.67,73.54,63.99,62.32
BT,33.33,46.41,39.23,0,54.17,37.5,0,0,40,0,57.78,38.64,0,53.85,47.06,33.33,62,60.55,0,68.96,57.95,59.26
CO,0,34.58,24.87,0,48.72,29.17,0,100,0,100,24.53,25.58,0,57.14,36.36,0,56.32,53.23,100,55.59,36.79,46.89
FI,0,46.84,40.94,0,47.95,38.64,0,66.67,25,0,52.31,35.9,0,47.06,31.71,0,59.62,62.67,50,63.29,53.40,56.94
FS,0,46.72,43.95,0,48.78,40.62,0,100,0,0,50.94,26.32,0,53.45,44.68,0,56.6,57.89,0,64.78,55.09,57.12
HC,0,50.37,40.17,0,60.87,57.14,0,100,33.33,0,44,56.52,0,33.33,33.33,100,66.37,62.85,0,68.85,55.06,61.32
HI,33.33,53.44,46.15,0,45.16,45.45,0,25,50,0,41.46,34.38,0,50,27.27,100,56.82,60.92,100,70.75,61.56,60.67
LA,0,38.46,39.53,0,50,18.18,0,0,0,0,28.68,22.66,0,40,100,0,55.17,58.02,0,75.06,56.94,53.68
LO,0,60.11,54.37,0,70,42.31,0,50,75,0,42.11,37.5,0,47.62,11.11,50,69.03,66.79,0,77.2,65.97,67.96
MA,0,50.57,45.45,0,52.94,26.67,0,0,33.33,0,48.89,37.5,0,48,58.82,0,59.46,61.49,100,66.78,51.88,58.2
MI,100,45.15,33.19,0,60,39.39,0,100,25,0,46.55,25.42,0,35,20,0,52.59,47.6,33.33,61.41,48.35,51.68
OT,60,38.5,31.1,0,39.66,36.96,0,33.33,0,0,35.59,25,0,47.37,28.57,0,46.76,42.57,50,54.6,41.32,46.17
RO,75,48.48,37.05,0,53.33,26.09,0,100,33.33,0,44.44,50,0,26.67,45.45,0,63.19,61.21,33.33,66.69,56.84,59.42
SM,0,52.49,39.72,0,42.42,46.67,0,0,33.33,0,43.18,26.92,0,57.14,48.15,0,62.48,61.29,0,72.11,60.38,62.18
SP,100,53.03,41.86,0,63.04,51.61,0,0,25,0,42.55,33.33,0,37.5,37.5,0,59.18,59.12,33.33,71.24,59.13,61.07
TOTAL,37.04,47.58,39.87,,53.29,37.84,,42.86,31.91,33.33,42.37,31.54,0.0,47.07,41.35,50.0,60.36,60.18,55.56,65.5,54.21,57.66
