,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,39.49,53.55,0.0
1,OTHER,44.83,39.02,0.0
2,NATIVE AMERICAN,33.33,0.0,0.0
3,LATINO,31.25,49.25,0.0
4,ASIAN-PACIFIC,33.33,35.71,100.0
5,WHITE,58.21,54.27,0.0
6,BLACK,50.52,65.64,16.67
