RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,39.23,46.41,0.0,42.56
OTHER,37.5,54.17,0.0,47.5
NATIVE-AM,40.0,0.0,0.0,33.33
HISP-LT,38.64,57.78,0.0,48.31
ASIA-PI,47.06,53.85,0.0,50.0
WHITE,60.55,62.0,33.33,61.27
BLACK,57.95,68.96,0.0,63.67
TOTAL,56.67,61.78,33.33,59.28
