PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
ARABI,0.0,9.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,333.0,285.0,1.0,66.0,45.0,764.0
CONEY,0.0,11.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,414.0,376.0,0.0,15.0,15.0,852.0
CORDELE,3.0,158.0,175.0,0.0,19.0,23.0,0.0,1.0,4.0,0.0,41.0,25.0,0.0,31.0,35.0,1.0,1947.0,1579.0,3.0,3003.0,1900.0,8948.0
JAMESTOWN,1.0,17.0,17.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,554.0,522.0,0.0,21.0,24.0,1165.0
LISTONIA,0.0,10.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,408.0,330.0,0.0,13.0,11.0,794.0
TOTAL,4.0,205.0,237.0,0.0,23.0,24.0,0.0,2.0,5.0,0.0,47.0,33.0,0.0,38.0,39.0,1.0,3656.0,3092.0,4.0,3118.0,1995.0,12523.0
