PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BROOKS,50,61.34,61.86,0,75,60,0,0,100,0,20,50,0,100,100,33.33,70.85,68.52,0,80,65.22,68.62
EUROPE,100,73.37,62.89,0,69.7,47.62,0,50,100,0,64.29,42.11,0,45,55.56,0,63.48,67.55,50,76.97,72.89,72.35
FAYETTEVILLE EAST,0,51.16,33.02,0,35.71,40,0,50,100,0,38.71,36,0,58.33,43.75,100,62.38,58.41,100,63.79,55.91,57.58
FAYETTEVILLE WEST,0,52.7,41.54,0,70,37.5,0,0,100,0,51.52,37.5,0,45.71,50,0,61.11,59.44,0,70.08,61.02,59.49
FLINT,0,65.96,52.44,0,75,40,0,100,50,0,56.67,33.33,0,34.78,10,0,66.85,65.28,100,75.24,71.29,66.65
HOPEFUL,0,58.87,49.22,0,60,76.92,0,0,100,0,38.71,37.93,0,47.62,25,100,66.97,65.14,0,79.06,69.51,66.7
MORNING CREEK,0,63.4,50.83,0,55.56,72.73,0,0,25,0,60.98,45.45,0,45.83,44,0,71.03,64.44,33.33,76.11,67.29,67.41
RAREOVER,75,54.92,52.13,0,50,69.23,0,0,50,0,59.38,43.33,0,25,66.67,66.67,67.08,69.63,0,75.88,73.68,66.46
SANDY CREEK,0,54.73,52.22,0,55.81,39.29,0,66.67,0,0,53.93,48.68,0,42.31,47.83,100,65.28,67.73,0,75.37,68.28,65.67
SHAKERAG EAST,0,53.33,47.11,0,53.85,53.85,0,0,100,0,70,42.86,0,29.17,42.86,75,66.44,63.36,0,57.58,51.72,60.89
SHAKERAG WEST,0,56.96,51.9,0,75,80,0,100,100,100,69.23,37.5,0,75,66.67,0,70.49,67.54,0,66.67,58.33,67.06
STARRSMILL,75,65.08,60.87,0,81.25,55.56,0,66.67,20,0,58.62,41.38,0,66.67,62.5,0,69.17,68.2,0,68.85,67.89,67.57
WHITEWATER,75,56.56,56.72,0,81.48,55,0,50,0,0,71.79,61.29,0,60,53.12,33.33,67.41,65.31,100,80.3,71.20,65.96
WOOLSEY,50,58.33,57.04,0,77.78,66.67,0,100,0,0,87.5,50,0,61.54,21.43,0,68.92,67.73,100,70.83,72.50,67.19
MCINTOSH,0,61.5,54.5,0,68.18,26.67,0,100,100,0,52.94,44,0,50.72,37.21,100,66.24,64.91,100,75.5,61.02,63.9
OAK GROVE,100,57.5,48.24,0,57.14,70,0,0,0,0,66.67,44.44,0,66.67,50,0,65.5,63.71,0,72.5,58.06,62.86
KEDRON,100,44.72,42.91,0,52.63,59.26,0,66.67,0,0,48,37.5,0,48.54,38.14,33.33,62.36,63.22,0,61.78,55.90,57.63
ABERDEEN,50,46.34,42.86,0,16.67,0,0,0,0,0,27.78,71.43,0,42.11,50,50,68.8,64.28,0,67.21,48.89,62.66
WINDGATE,0,48.28,58.93,0,0,100,0,0,50,0,68.75,66.67,0,42.86,75,0,71.59,72.68,0,80,61.54,69.34
FLAT CREEK,0,51.69,46.97,0,50,0,0,0,0,0,51.22,37.93,0,52.94,38.1,0,61.15,63.17,0,57.93,44.32,58.07
BRAELINN,0,57.5,53.28,0,50,37.5,0,0,0,0,55.56,69.23,0,25,44.44,0,70.94,72.24,0,66.67,75.00,68.64
KENWOOD,100,77.19,55.36,0,75,87.5,0,50,0,0,61.54,70.59,0,42.86,71.43,0,63.48,73.04,0,76.1,69.88,71.01
BANKS,0,59.43,50.53,0,50,64.29,0,0,50,0,54.17,47.62,100,58.06,50,100,70.52,67.83,0,70.52,62.95,65.79
HARPS CROSSING,50,58.23,46.97,0,66.67,42.86,0,0,0,0,53.33,63.64,0,0,22.22,100,70.62,69.41,0,81.12,69.16,68.6
WILLOW POND,0,56.87,43.68,0,40.91,56.25,0,0,0,0,60.94,48.28,0,50,42.86,100,66.32,63.65,50,73.89,68.87,62.97
DOGWOOD,0,61.7,56.86,0,52.63,78.57,0,50,33.33,0,54.84,70.83,0,59.26,66.67,0,73.67,70.25,0,76.17,70.26,70.33
OAK RIDGE,100,58.9,45,0,83.33,57.14,0,0,0,0,36.84,46.15,0,60,47.83,0,64.99,66.67,0,76.72,68.60,66.43
JEFF DAVIS,60,52.17,41.62,0,62.07,37.5,0,0,0,100,35.71,33.33,0,37.84,26.83,100,58.83,51.72,100,67.5,57.85,56.65
MURPHY,0,59.8,49.44,0,70.37,56.25,0,0,0,0,69.7,50,0,47.06,56.25,50,67.49,67.84,100,76.25,68.07,66.9
FIELDING RIDGE,66.67,61.17,60.19,0,56.52,47.37,0,100,0,0,67.31,52.27,100,55.56,42.59,0,68.64,67.79,0,73.77,65.74,66.47
WILLOWBEND,0,51.92,53.54,0,66.67,60,0,100,0,0,45.95,50,0,40,38.89,66.67,65.67,62.72,0,72.29,72.34,62.47
CAMP CREEK,66.67,59.2,58.1,0,60,44.44,0,75,0,0,58.82,46.15,0,41.94,36.36,0,68.62,66.44,0,74.42,60.71,65.64
RISING STAR,80,53.49,55.09,100,61.9,57.14,0,0,0,0,58.82,52.94,0,41.86,41.3,50,67.72,68.24,0,72.28,66.67,65.41
SPRING HILL,66.67,62.72,52.81,0,54.84,60.61,0,75,0,0,52.94,55.56,0,47.62,31.82,75,65.57,65.82,100,76.43,68.92,65.67
ANTIOCH,0,57.27,48,0,61.11,64.29,0,0,0,0,71.43,60,0,78.57,35.71,50,68.23,69.23,0,74.72,61.73,66.62
TOTAL,53.33,57.42,51.62,100.0,60.8,54.62,,44.44,38.46,40.0,55.53,47.49,66.67,48.68,42.84,56.36,67.23,66.33,62.5,73.64,66.72,65.13
