PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
02 BRANDYWINE,12.0,893.0,773.0,0.0,86.0,84.0,0.0,11.0,8.0,0.0,203.0,182.0,1.0,240.0,254.0,8.0,1715.0,1574.0,3.0,495.0,340.0,6882.0
03 BROWNS BRIDGE,3.0,1061.0,1195.0,0.0,44.0,40.0,0.0,6.0,4.0,1.0,126.0,119.0,0.0,50.0,26.0,12.0,3413.0,3328.0,0.0,53.0,47.0,9528.0
04 CHESTATEE,3.0,717.0,777.0,0.0,23.0,21.0,0.0,6.0,9.0,0.0,69.0,57.0,0.0,23.0,10.0,7.0,2419.0,2257.0,0.0,16.0,12.0,6426.0
05 COAL MOUNTAIN,10.0,689.0,679.0,1.0,38.0,30.0,0.0,6.0,5.0,0.0,80.0,63.0,1.0,49.0,42.0,8.0,2092.0,1922.0,0.0,122.0,101.0,5938.0
06 CROSSROADS,5.0,772.0,817.0,0.0,31.0,17.0,0.0,6.0,5.0,1.0,82.0,92.0,0.0,26.0,19.0,5.0,2417.0,2160.0,0.0,31.0,39.0,6525.0
07 CUMMING,9.0,455.0,371.0,0.0,23.0,20.0,0.0,1.0,4.0,0.0,90.0,71.0,0.0,36.0,25.0,2.0,1134.0,852.0,0.0,60.0,32.0,3185.0
08 MASHBURN,12.0,846.0,831.0,0.0,37.0,38.0,0.0,1.0,6.0,0.0,98.0,64.0,0.0,65.0,53.0,10.0,3051.0,2790.0,0.0,54.0,69.0,8025.0
10 MIDWAY,22.0,1950.0,1973.0,2.0,120.0,92.0,1.0,22.0,9.0,2.0,258.0,249.0,0.0,303.0,277.0,21.0,6500.0,6008.0,0.0,289.0,233.0,18331.0
,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15 HEARDSVILLE,7.0,861.0,916.0,0.0,40.0,30.0,0.0,9.0,6.0,0.0,112.0,109.0,1.0,39.0,34.0,2.0,3193.0,2848.0,0.0,54.0,70.0,8331.0
16 OTWELL,15.0,1359.0,1335.0,3.0,65.0,70.0,1.0,15.0,4.0,0.0,262.0,216.0,1.0,82.0,76.0,16.0,4308.0,3749.0,0.0,145.0,123.0,11845.0
19 OLD ATLANTA,14.0,620.0,642.0,0.0,61.0,60.0,0.0,6.0,7.0,0.0,67.0,54.0,3.0,656.0,651.0,2.0,1730.0,1642.0,1.0,133.0,115.0,6464.0
21 SOUTH FORSYTH,31.0,1223.0,1241.0,0.0,84.0,96.0,0.0,11.0,8.0,0.0,163.0,150.0,4.0,789.0,729.0,10.0,4030.0,3804.0,2.0,205.0,183.0,12763.0
25 WINDERMERE,14.0,981.0,975.0,0.0,67.0,65.0,0.0,10.0,7.0,0.0,122.0,119.0,6.0,609.0,625.0,8.0,2658.0,2358.0,1.0,106.0,108.0,8839.0
27 CONCORD,11.0,929.0,1003.0,1.0,35.0,37.0,0.0,7.0,5.0,1.0,117.0,104.0,0.0,52.0,35.0,10.0,3613.0,3274.0,0.0,89.0,92.0,9415.0
29 POLO,23.0,1651.0,1643.0,2.0,96.0,78.0,0.0,9.0,14.0,0.0,291.0,232.0,2.0,414.0,386.0,19.0,4716.0,4290.0,2.0,288.0,221.0,14377.0
88888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
TOTAL,191.0,15007.0,15173.0,9.0,850.0,778.0,2.0,126.0,101.0,5.0,2140.0,1881.0,19.0,3433.0,3242.0,140.0,46990.0,42856.0,9.0,2140.0,1785.0,136877.0
