RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,58.78,57.88,0.0,58.32
OTHER,63.16,53.06,0.0,57.47
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,47.37,45.1,0.0,46.07
ASIA-PI,59.26,50.91,0.0,55.05
WHITE,69.67,71.56,50.0,70.63
BLACK,56.52,62.84,0.0,60.08
TOTAL,66.94,68.13,50.0,67.55
