PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
NEW SALEM,1.0,75.0,66.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,512.0,534.0,0.0,0.0,0.0,1199.0
DAVIS,0.0,96.0,117.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,2.0,2.0,902.0,796.0,0.0,1.0,2.0,1932.0
NEW HOME,0.0,35.0,29.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,327.0,278.0,0.0,1.0,0.0,680.0
WEST BROW,0.0,97.0,98.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,6.0,7.0,0.0,5.0,5.0,1.0,559.0,569.0,0.0,4.0,3.0,1361.0
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
TRENTON,0.0,156.0,216.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,13.0,14.0,0.0,7.0,3.0,3.0,1342.0,1631.0,0.0,2.0,10.0,3412.0
NORTH DADE,0.0,127.0,153.0,0.0,5.0,3.0,0.0,2.0,0.0,1.0,8.0,5.0,0.0,4.0,7.0,1.0,839.0,744.0,0.0,18.0,14.0,1931.0
99999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
TOTAL,1.0,586.0,680.0,1.0,14.0,15.0,0.0,5.0,13.0,1.0,34.0,29.0,0.0,22.0,20.0,7.0,4483.0,4554.0,0.0,26.0,29.0,10520.0
