,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,39.87,41.72,0.0
1,OTHER,26.32,61.54,0.0
2,NATIVE AMERICAN,0.0,50.0,0.0
3,LATINO,44.44,37.04,0.0
4,ASIAN-PACIFIC,40.82,39.53,0.0
5,WHITE,66.84,67.47,50.0
6,BLACK,67.21,72.32,0.0
