,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,23.08,31.37,0.0
1,OTHER,24.39,50.0,0.0
2,NATIVE AMERICAN,16.67,0.0,0.0
3,LATINO,35.0,43.75,0.0
4,ASIAN-PACIFIC,36.6,39.84,0.0
5,WHITE,61.59,63.68,0.0
6,BLACK,46.82,58.28,0.0
