PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
1B,2.0,254.0,248.0,0.0,24.0,17.0,0.0,4.0,0.0,0.0,51.0,32.0,0.0,26.0,23.0,3.0,1035.0,895.0,2.0,683.0,448.0,3747.0
1C,5.0,132.0,158.0,0.0,18.0,14.0,0.0,1.0,3.0,0.0,32.0,33.0,0.0,28.0,25.0,4.0,1030.0,851.0,0.0,88.0,76.0,2498.0
1D,1.0,160.0,159.0,0.0,15.0,9.0,0.0,0.0,0.0,1.0,26.0,18.0,0.0,32.0,15.0,3.0,1094.0,968.0,0.0,227.0,189.0,2917.0
2A,4.0,232.0,297.0,1.0,18.0,15.0,0.0,1.0,1.0,0.0,120.0,125.0,0.0,6.0,2.0,2.0,564.0,444.0,0.0,1189.0,922.0,3943.0
2B,6.0,314.0,359.0,0.0,35.0,33.0,0.0,0.0,2.0,1.0,64.0,57.0,0.0,45.0,43.0,3.0,758.0,761.0,2.0,1695.0,1159.0,5337.0
3A,5.0,173.0,188.0,0.0,22.0,11.0,0.0,1.0,0.0,0.0,32.0,17.0,0.0,10.0,10.0,2.0,505.0,493.0,2.0,905.0,590.0,2966.0
3B,9.0,246.0,293.0,0.0,48.0,33.0,0.0,1.0,1.0,0.0,70.0,55.0,1.0,78.0,63.0,15.0,1500.0,1478.0,1.0,725.0,412.0,5029.0
4A,3.0,171.0,182.0,0.0,16.0,22.0,0.0,1.0,2.0,0.0,38.0,29.0,1.0,26.0,26.0,2.0,691.0,620.0,2.0,371.0,221.0,2424.0
4B,15.0,278.0,299.0,0.0,42.0,22.0,0.0,4.0,4.0,2.0,92.0,86.0,3.0,139.0,97.0,5.0,1709.0,1627.0,1.0,299.0,180.0,4904.0
5A,1.0,220.0,171.0,0.0,18.0,23.0,0.0,2.0,1.0,0.0,39.0,47.0,0.0,28.0,20.0,3.0,1169.0,1016.0,1.0,268.0,200.0,3227.0
5B,4.0,176.0,172.0,0.0,20.0,10.0,0.0,1.0,2.0,1.0,70.0,55.0,0.0,18.0,14.0,4.0,801.0,675.0,0.0,546.0,399.0,2968.0
5C,4.0,149.0,150.0,0.0,19.0,9.0,0.0,1.0,0.0,1.0,28.0,17.0,0.0,12.0,10.0,1.0,923.0,817.0,0.0,57.0,58.0,2256.0
5D,5.0,169.0,176.0,0.0,16.0,18.0,0.0,0.0,0.0,1.0,147.0,114.0,0.0,13.0,8.0,1.0,471.0,423.0,0.0,792.0,480.0,2834.0
6A,1.0,214.0,211.0,0.0,25.0,14.0,0.0,2.0,0.0,0.0,52.0,33.0,0.0,39.0,40.0,1.0,994.0,873.0,0.0,432.0,302.0,3233.0
6B,1.0,237.0,226.0,0.0,25.0,28.0,0.0,2.0,3.0,1.0,73.0,57.0,0.0,21.0,20.0,3.0,1188.0,1008.0,1.0,583.0,427.0,3904.0
6C,2.0,242.0,208.0,0.0,31.0,21.0,0.0,4.0,2.0,2.0,41.0,34.0,0.0,38.0,38.0,6.0,1189.0,1013.0,0.0,329.0,231.0,3431.0
6D,2.0,100.0,122.0,0.0,15.0,13.0,0.0,0.0,1.0,0.0,40.0,19.0,0.0,31.0,17.0,1.0,565.0,484.0,0.0,196.0,121.0,1727.0
7A,3.0,156.0,179.0,1.0,25.0,17.0,0.0,1.0,0.0,0.0,45.0,21.0,1.0,46.0,48.0,2.0,1048.0,882.0,0.0,337.0,275.0,3087.0
7B,2.0,201.0,203.0,0.0,24.0,24.0,0.0,1.0,2.0,0.0,28.0,36.0,0.0,25.0,21.0,5.0,1325.0,1134.0,0.0,259.0,196.0,3486.0
7C,4.0,151.0,170.0,0.0,25.0,19.0,0.0,0.0,2.0,1.0,39.0,23.0,0.0,53.0,44.0,6.0,1181.0,1081.0,0.0,92.0,86.0,2977.0
88888,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,11.0,14.0,53.0
8A,2.0,237.0,227.0,0.0,30.0,20.0,0.0,3.0,5.0,0.0,60.0,58.0,0.0,43.0,32.0,3.0,1074.0,938.0,2.0,473.0,272.0,3479.0
8B,1.0,143.0,133.0,0.0,23.0,9.0,0.0,1.0,1.0,0.0,31.0,21.0,0.0,27.0,20.0,0.0,738.0,624.0,0.0,295.0,234.0,2301.0
8C,3.0,281.0,294.0,0.0,28.0,20.0,0.0,2.0,4.0,0.0,54.0,54.0,0.0,74.0,58.0,4.0,1372.0,1120.0,0.0,453.0,249.0,4070.0
99999,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,0.0,3.0,9.0,32.0
TOTAL,86.0,4641.0,4827.0,2.0,563.0,421.0,0.0,34.0,36.0,11.0,1276.0,1041.0,6.0,858.0,695.0,79.0,22939.0,20243.0,14.0,11308.0,7750.0,76830.0
