,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,35.55,50.0,0.0
1,OTHER,52.78,63.04,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,45.9,54.81,0.0
4,ASIAN-PACIFIC,54.65,54.81,0.0
5,WHITE,57.14,60.95,0.0
6,BLACK,44.64,60.84,0.0
