PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BLACKSHEAR,1.0,133.0,143.0,0.0,4.0,3.0,1.0,3.0,0.0,0.0,13.0,8.0,0.0,6.0,5.0,1.0,1408.0,1163.0,1.0,80.0,50.0,3023.0
ST JOHNS/BLACKSHEAR,0.0,58.0,68.0,0.0,3.0,5.0,0.0,0.0,2.0,0.0,5.0,2.0,1.0,6.0,3.0,1.0,715.0,619.0,0.0,14.0,14.0,1516.0
OTTER CREEK,0.0,60.0,60.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,2.0,2.0,583.0,501.0,0.0,16.0,13.0,1250.0
PATTERSON,0.0,35.0,56.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,3.0,1.0,521.0,426.0,0.0,85.0,57.0,1197.0
MERSHON,0.0,13.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,1.0,0.0,201.0,170.0,0.0,6.0,10.0,436.0
ALABAHA,0.0,39.0,43.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,3.0,1.0,0.0,406.0,349.0,0.0,15.0,9.0,875.0
SUNSET/SWEAT,0.0,9.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,117.0,122.0,0.0,1.0,2.0,267.0
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
99999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TOTAL,1.0,348.0,401.0,0.0,13.0,12.0,1.0,4.0,5.0,0.0,41.0,25.0,1.0,19.0,15.0,5.0,3952.0,3350.0,1.0,217.0,155.0,8566.0
