,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,42.22,44.0,0.0
1,OTHER,100.0,80.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,66.67,100.0,0.0
4,ASIAN-PACIFIC,66.67,60.0,0.0
5,WHITE,76.47,54.24,100.0
6,BLACK,50.36,50.85,0.0
