,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.0,20.0,0.0
1,OTHER,0.0,0.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,50.0,0.0,0.0
4,ASIAN-PACIFIC,0.0,50.0,0.0
5,WHITE,80.92,73.68,0.0
6,BLACK,57.14,37.5,0.0
