,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,51.34,52.88,0.0
1,OTHER,61.76,61.54,0.0
2,NATIVE AMERICAN,100.0,0.0,0.0
3,LATINO,50.0,55.88,0.0
4,ASIAN-PACIFIC,42.86,50.0,0.0
5,WHITE,67.6,67.53,0.0
6,BLACK,59.68,66.67,0.0
