PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACWORTH 1A,2.0,99.0,72.0,0.0,28.0,18.0,0.0,5.0,1.0,1.0,87.0,67.0,1.0,44.0,31.0,1.0,985.0,801.0,1.0,418.0,254.0,2916.0
ACWORTH 1B,0.0,55.0,50.0,0.0,22.0,14.0,0.0,1.0,2.0,0.0,68.0,39.0,0.0,13.0,12.0,0.0,1050.0,800.0,0.0,366.0,205.0,2697.0
ACWORTH 1C,2.0,67.0,49.0,0.0,36.0,15.0,0.0,4.0,0.0,0.0,98.0,64.0,0.0,21.0,22.0,0.0,577.0,509.0,0.0,665.0,387.0,2516.0
ADDISON 01,3.0,44.0,26.0,1.0,18.0,19.0,0.0,2.0,0.0,0.0,36.0,29.0,0.0,34.0,29.0,2.0,636.0,573.0,0.0,111.0,71.0,1634.0
AUSTELL 1A,0.0,47.0,37.0,0.0,28.0,8.0,0.0,2.0,1.0,0.0,52.0,31.0,0.0,9.0,4.0,0.0,240.0,194.0,0.0,1068.0,619.0,2340.0
BELLS FERRY 02,2.0,41.0,29.0,0.0,13.0,14.0,0.0,4.0,0.0,0.0,36.0,37.0,1.0,47.0,43.0,1.0,633.0,594.0,0.0,170.0,143.0,1808.0
BELLS FERRY 03,0.0,68.0,69.0,0.0,43.0,42.0,0.0,3.0,1.0,0.0,109.0,71.0,0.0,41.0,29.0,3.0,1288.0,1225.0,1.0,308.0,219.0,3520.0
BIG SHANTY 01,2.0,26.0,28.0,0.0,14.0,11.0,0.0,3.0,0.0,0.0,38.0,42.0,0.0,16.0,9.0,0.0,539.0,492.0,0.0,141.0,80.0,1441.0
BIG SHANTY 02,0.0,42.0,32.0,1.0,19.0,21.0,0.0,2.0,0.0,0.0,37.0,27.0,0.0,24.0,25.0,1.0,722.0,670.0,0.0,212.0,117.0,1952.0
BAKER 01,0.0,65.0,57.0,0.0,30.0,25.0,0.0,4.0,0.0,0.0,99.0,62.0,0.0,45.0,40.0,1.0,690.0,625.0,0.0,489.0,315.0,2547.0
BIRNEY 01,2.0,37.0,20.0,0.0,16.0,15.0,0.0,1.0,3.0,1.0,85.0,44.0,0.0,12.0,5.0,0.0,373.0,289.0,0.0,364.0,215.0,1482.0
BIRNEY 02,0.0,44.0,48.0,0.0,29.0,17.0,0.0,1.0,1.0,0.0,73.0,49.0,0.0,20.0,26.0,2.0,584.0,520.0,0.0,605.0,384.0,2403.0
BRYANT 01,0.0,16.0,14.0,0.0,10.0,11.0,0.0,2.0,2.0,0.0,17.0,22.0,0.0,2.0,2.0,0.0,42.0,32.0,1.0,700.0,410.0,1283.0
BRYANT 02,0.0,56.0,30.0,0.0,32.0,14.0,0.0,0.0,1.0,0.0,54.0,36.0,0.0,6.0,6.0,0.0,75.0,53.0,1.0,1431.0,669.0,2464.0
BLACKWELL 01,1.0,48.0,32.0,0.0,33.0,23.0,0.0,2.0,1.0,0.0,27.0,24.0,0.0,36.0,44.0,0.0,566.0,516.0,0.0,165.0,121.0,1639.0
CHATTAHOOCHEE 01,0.0,84.0,83.0,0.0,51.0,32.0,0.0,1.0,1.0,0.0,57.0,47.0,0.0,33.0,51.0,0.0,705.0,715.0,1.0,701.0,442.0,3004.0
CHEATHAM HILL 02,2.0,37.0,27.0,0.0,16.0,16.0,0.0,1.0,0.0,0.0,33.0,26.0,0.0,14.0,19.0,1.0,779.0,735.0,0.0,148.0,121.0,1975.0
CHEATHAM HILL 03,2.0,50.0,34.0,1.0,21.0,17.0,0.0,2.0,2.0,0.0,36.0,39.0,0.0,28.0,16.0,0.0,970.0,924.0,1.0,320.0,242.0,2705.0
CHALKER 01,1.0,81.0,57.0,0.0,48.0,19.0,0.0,3.0,3.0,1.0,68.0,52.0,0.0,32.0,19.0,2.0,830.0,728.0,3.0,546.0,284.0,2777.0
CLARKDALE 01,0.0,14.0,16.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,37.0,26.0,0.0,5.0,1.0,0.0,256.0,214.0,0.0,266.0,175.0,1031.0
CLARKDALE 02,2.0,51.0,52.0,0.0,27.0,20.0,0.0,0.0,2.0,0.0,58.0,52.0,0.0,10.0,10.0,0.0,506.0,450.0,2.0,1069.0,671.0,2982.0
COOPER 01,1.0,49.0,31.0,0.0,42.0,25.0,0.0,2.0,1.0,0.0,86.0,32.0,0.0,11.0,11.0,1.0,358.0,274.0,1.0,1073.0,574.0,2572.0
CHESTNUT RIDGE 01,0.0,32.0,44.0,0.0,10.0,13.0,0.0,1.0,1.0,0.0,22.0,21.0,0.0,36.0,37.0,0.0,956.0,879.0,0.0,45.0,36.0,2133.0
DICKERSON 01,2.0,45.0,31.0,0.0,16.0,12.0,0.0,1.0,0.0,0.0,27.0,17.0,0.0,65.0,58.0,0.0,849.0,760.0,0.0,37.0,31.0,1951.0
DOBBINS 01,0.0,78.0,59.0,2.0,45.0,27.0,0.0,2.0,3.0,0.0,128.0,76.0,0.0,20.0,23.0,0.0,457.0,456.0,4.0,851.0,515.0,2746.0
DOWELL 01,1.0,27.0,25.0,0.0,18.0,15.0,0.0,1.0,2.0,0.0,33.0,20.0,0.0,20.0,16.0,0.0,720.0,651.0,0.0,315.0,230.0,2094.0
DODGEN 01,1.0,25.0,26.0,0.0,11.0,10.0,0.0,2.0,2.0,0.0,15.0,13.0,0.0,55.0,48.0,1.0,602.0,586.0,0.0,29.0,26.0,1452.0
DURHAM 01,1.0,50.0,47.0,0.0,10.0,10.0,0.0,3.0,1.0,0.0,37.0,27.0,0.0,14.0,16.0,1.0,1131.0,1060.0,0.0,122.0,118.0,2648.0
DAVIS 01,0.0,25.0,30.0,0.0,11.0,12.0,0.0,0.0,1.0,0.0,35.0,23.0,0.0,22.0,12.0,0.0,550.0,511.0,0.0,63.0,44.0,1339.0
EASTSIDE 01,2.0,32.0,43.0,0.0,19.0,18.0,0.0,3.0,0.0,0.0,35.0,17.0,0.0,57.0,55.0,0.0,960.0,836.0,0.0,31.0,32.0,2140.0
EASTSIDE 02,3.0,40.0,33.0,0.0,25.0,22.0,0.0,1.0,2.0,0.0,34.0,33.0,1.0,41.0,25.0,1.0,1208.0,1100.0,0.0,103.0,91.0,2763.0
ELIZABETH 01,2.0,78.0,37.0,0.0,35.0,21.0,0.0,2.0,0.0,1.0,50.0,32.0,0.0,54.0,51.0,1.0,356.0,388.0,2.0,398.0,254.0,1762.0
ELIZABETH 02,1.0,33.0,22.0,0.0,22.0,17.0,0.0,1.0,2.0,0.0,28.0,17.0,0.0,23.0,19.0,1.0,623.0,568.0,0.0,113.0,84.0,1574.0
ELIZABETH 03,0.0,37.0,27.0,0.0,17.0,16.0,0.0,0.0,2.0,0.0,27.0,22.0,0.0,33.0,26.0,1.0,799.0,652.0,0.0,102.0,66.0,1827.0
ELIZABETH 04,2.0,49.0,24.0,0.0,21.0,20.0,0.0,0.0,0.0,0.0,87.0,29.0,0.0,70.0,50.0,1.0,498.0,442.0,0.0,234.0,150.0,1677.0
ELIZABETH 05,1.0,37.0,40.0,0.0,18.0,21.0,0.0,1.0,1.0,0.0,34.0,31.0,0.0,34.0,41.0,1.0,850.0,677.0,0.0,92.0,77.0,1956.0
EAST PIEDMONT 01,0.0,36.0,20.0,0.0,19.0,10.0,0.0,0.0,1.0,0.0,47.0,31.0,0.0,31.0,25.0,0.0,423.0,400.0,0.0,237.0,138.0,1418.0
FAIR OAKS 02,2.0,51.0,36.0,1.0,41.0,20.0,0.0,2.0,4.0,0.0,185.0,135.0,0.0,29.0,28.0,1.0,497.0,419.0,3.0,836.0,504.0,2794.0
FAIR OAKS 04,3.0,35.0,37.0,0.0,30.0,13.0,0.0,1.0,4.0,0.0,196.0,139.0,0.0,22.0,23.0,0.0,397.0,342.0,1.0,540.0,289.0,2072.0
FULLERS PARK 01,1.0,61.0,49.0,1.0,24.0,24.0,0.0,1.0,1.0,0.0,32.0,24.0,0.0,119.0,111.0,0.0,858.0,799.0,0.0,81.0,75.0,2261.0
FORD 01,1.0,49.0,47.0,0.0,7.0,3.0,0.0,2.0,0.0,0.0,25.0,30.0,0.0,16.0,13.0,0.0,840.0,803.0,1.0,121.0,90.0,2048.0
FREY 01,2.0,34.0,26.0,0.0,8.0,11.0,0.0,0.0,3.0,0.0,29.0,20.0,0.0,21.0,23.0,0.0,608.0,583.0,0.0,132.0,102.0,1602.0
GARRISON MILL 01,1.0,43.0,42.0,0.0,23.0,14.0,0.0,1.0,2.0,0.0,36.0,27.0,0.0,29.0,23.0,1.0,799.0,732.0,0.0,92.0,60.0,1925.0
GRITTERS 01,0.0,54.0,44.0,0.0,20.0,20.0,0.0,0.0,2.0,0.0,57.0,48.0,0.0,30.0,24.0,0.0,926.0,818.0,0.0,201.0,137.0,2381.0
