PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
02 BRANDYWINE,75,54.42,49.81,0,52.33,46.43,0,54.55,62.5,0,54.19,49.45,100,56.67,57.48,75,57.61,57.88,100,65.25,58.82,56.51
03 BROWNS BRIDGE,66.67,56.17,55.06,0,36.36,45,0,33.33,25,0,53.97,44.54,0,46,26.92,75,63.58,62.35,0,49.06,44.68,60.3
04 CHESTATEE,66.67,51.74,55.47,0,43.48,47.62,0,33.33,44.44,0,50.72,36.84,0,30.43,40,71.43,62.22,62.21,0,43.75,33.33,59.48
05 COAL MOUNTAIN,70,56.6,53.02,0,63.16,50,0,16.67,20,0,55,47.62,0,46.94,35.71,75,63.81,62.38,0,62.3,49.50,60.22
06 CROSSROADS,80,50.65,50.18,0,77.42,41.18,0,16.67,60,0,54.88,35.87,0,65.38,52.63,100,63.55,60.56,0,70.97,43.59,58.74
07 CUMMING,66.67,48.13,49.06,0,47.83,35,0,0,50,0,47.78,26.76,0,52.78,48,50,56.53,57.75,0,36.67,25.00,52.87
08 MASHBURN,66.67,63.71,63.06,0,62.16,60.53,0,100,66.67,0,44.9,35.94,0,52.31,32.08,30,66.37,65.84,0,66.67,49.28,64.49
10 MIDWAY,54.55,59.64,59.25,0,55.83,55.43,0,63.64,33.33,100,52.33,51.81,0,59.08,54.87,71.43,64.32,63.85,0,73.7,66.09,62.6
15 HEARDSVILLE,71.43,57.96,55.79,0,70,60,0,55.56,50,0,44.64,44.04,100,61.54,47.06,0,63.2,63.76,0,61.11,52.86,61.36
16 OTWELL,53.33,56.22,52.66,0,55.38,48.57,100,33.33,25,0,48.85,40.74,100,57.32,47.37,56.25,62.81,62.55,0,62.07,55.28,59.69
19 OLD ATLANTA,71.43,60.16,57.32,0,57.38,58.33,0,66.67,57.14,0,56.72,53.7,66.67,51.07,52.53,0,64.74,65.53,0,69.92,67.83,60.98
21 SOUTH FORSYTH,48.39,58.22,59.47,0,59.52,61.46,0,63.64,37.5,0,63.19,50.67,75,56.4,59.12,40,65.71,64.72,100,70.24,62.30,62.81
25 WINDERMERE,85.71,59.63,62.15,0,68.66,61.54,0,40,57.14,0,54.92,47.06,66.67,55.34,62.4,75,64.71,66.84,0,68.87,72.22,63.4
27 CONCORD,72.73,56.84,53.54,100,48.57,43.24,0,57.14,40,100,60.68,54.81,0,46.15,42.86,80,64.68,65.58,0,71.91,61.96,62.6
29 POLO,60.87,57.9,55.14,0,51.04,50,0,55.56,57.14,0,54.98,52.16,0,52.66,52.33,63.16,63.85,63.71,100,68.06,59.28,60.95
TOTAL,63.87,57.12,55.94,11.11,56.59,52.83,50.0,48.41,47.52,60.0,53.32,46.41,63.16,54.41,55.37,63.57,63.72,63.51,77.78,66.26,58.88,61.08
