RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,12.00,23.08,0.00,15.38
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,75.00,0.00,75.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,38.89,16.67,0.00,30.00
BLACK,38.31,59.53,0.00,49.91
TOTAL,35.96,56.36,0.00,46.71
