PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
GLENWOOD,0,22.73,30.77,0,0,0,0,0,0,0,16.67,100,0,0,0,0,61.47,64.44,0,65.52,61.11,61.26
TOTAL,,22.73,30.77,,0.0,0.0,,,0.0,,16.67,100.0,,,,,61.03,64.97,,65.75,59.29,61.15
