,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,20.13,32.26,0.0
1,OTHER,60.0,30.0,0.0
2,NATIVE AMERICAN,100.0,0.0,0.0
3,LATINO,38.89,28.89,0.0
4,ASIAN-PACIFIC,0.0,25.0,0.0
5,WHITE,69.31,70.65,100.0
6,BLACK,49.79,62.38,100.0
