PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BLACKSTOCK,33.33,9.09,5.26,0.00,0.00,31.21,21.79,29.77
BOYNTON,12.50,17.57,17.65,0.00,12.12,35.74,24.19,34.01
CATOOSA KEITH,16.67,50.00,25.00,0.00,25.00,37.32,22.45,35.87
CHAMBERS,42.86,44.44,8.33,0.00,33.33,41.47,25.26,39.92
FT OGLETHORPE,9.76,10.37,12.00,0.00,4.35,30.17,18.50,27.88
GRAYSVILLE,12.50,14.75,25.00,50.00,17.39,32.14,24.10,30.75
LAKEVIEW,7.69,13.75,9.52,0.00,15.79,25.18,16.95,23.79
POPLAR SPRINGS,25.00,21.21,19.05,100.0,0.00,34.61,27.02,33.59
RINGGOLD,23.53,21.79,11.32,25.00,23.33,34.33,24.46,32.78
WESTSIDE,2.94,12.78,22.92,0.00,3.23,29.41,22.65,27.85
WOODSTATION,14.29,30.36,20.00,0.00,20.00,37.11,27.04,35.90
TOTAL,13.25,18.09,16.49,22.22,13.74,33.21,23.12,31.61
