AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,10.82,0.00,0.00,9.090,22.09,18.33,15.37
25-29,0.00,11.52,0.00,0.00,0.00,17.63,18.75,13.77
30-34,0.00,20.61,50.00,0.00,0.00,29.71,16.67,24.19
35-39,0.00,27.78,33.33,0.00,50.00,30.69,15.79,28.80
40-44,0.00,28.13,50.00,0.00,0.00,39.70,11.11,33.10
45-49,0.00,31.33,0.00,0.00,0.00,42.17,31.58,36.39
50-54,0.00,31.88,0.00,0.00,0.00,46.71,8.700,37.77
55-59,0.00,37.99,0.00,0.00,0.00,49.13,18.75,42.83
60-64,0.00,41.91,0.00,0.00,33.33,57.72,22.73,49.17
65-OVER,0.00,40.26,50.00,0.00,50.00,50.86,25.81,46.29
TOTAL,0.00,29.09,13.33,0.00,15.15,42.47,18.94,35.05
