AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,5.450,11.11,0.00,5.880,16.86,12.06,8.860
25-29,30.00,5.310,9.680,0.00,4.170,14.83,5.680,8.470
30-34,16.67,13.91,16.67,0.00,20.00,18.49,12.07,15.85
35-39,0.00,18.28,10.34,0.00,0.00,22.85,18.18,19.81
40-44,14.29,23.51,8.000,0.00,20.00,30.64,19.51,26.29
45-49,11.11,27.07,7.140,0.00,0.00,36.73,16.22,31.09
50-54,0.00,31.63,5.000,100.0,25.00,39.67,12.20,35.11
55-59,60.00,37.09,22.73,0.00,20.00,44.37,27.08,40.86
60-64,14.29,42.52,8.330,50.00,33.33,49.45,15.38,45.34
65-OVER,35.71,42.77,33.33,50.00,40.00,51.05,29.31,47.79
TOTAL,18.99,22.35,12.30,25.00,14.61,37.75,15.46,29.33
