RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,0.00,12.50,0.00,6.670
OTHER,50.00,0.00,0.00,25.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,19.01,20.18,0.00,19.48
BLACK,2.740,9.300,0.00,6.290
TOTAL,12.21,14.81,0.00,13.49
