AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,8.850,0.00,0.00,0.00,20.41,11.69,14.19
25-29,100.0,8.070,0.00,0.00,0.00,14.15,17.39,11.20
30-34,33.33,9.280,0.00,0.00,0.00,23.21,0.00,15.97
35-39,25.00,13.36,0.00,0.00,0.00,22.98,40.00,18.98
40-44,0.00,20.68,50.00,0.00,0.00,31.59,5.560,26.26
45-49,0.00,23.86,50.00,0.00,0.00,30.38,13.04,27.36
50-54,0.00,23.27,33.33,0.00,0.00,36.54,28.57,30.67
55-59,33.33,26.01,0.00,0.00,100.0,45.11,27.78,36.45
60-64,0.00,34.12,0.00,0.00,100.0,49.52,33.33,43.38
65-OVER,0.00,33.91,50.00,0.00,33.33,51.34,21.43,45.01
TOTAL,19.23,21.12,26.09,0.00,23.53,36.87,16.39,29.77
