PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
131,0.00,28.12,0.00,0.00,0.00,43.85,25.00,36.29
334,0.00,22.49,0.00,0.00,0.00,44.08,20.00,30.31
566,0.00,14.15,0.00,0.00,0.00,20.80,18.18,18.75
718A,0.00,29.27,0.00,0.00,16.67,38.81,20.59,32.03
718B,0.00,31.14,0.00,0.00,0.00,25.00,0.00,30.35
934,0.00,42.11,0.00,0.00,0.00,52.55,40.00,51.10
947,0.00,44.44,0.00,0.00,0.00,43.75,0.00,43.24
954,0.00,35.85,0.00,0.00,0.00,44.05,0.00,38.21
998,0.00,22.22,0.00,0.00,0.00,42.22,0.00,37.84
99999,0.00,33.33,0.00,0.00,0.00,0.00,0.00,20.00
TOTAL,0.00,28.26,0.00,0.00,12.50,40.07,18.52,32.83
