AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,13.55,0.00,0.00,0.00,23.55,11.54,19.23
25-29,0.00,11.36,0.00,0.00,0.00,20.73,20.00,16.63
30-34,0.00,13.85,0.00,0.00,0.00,28.39,0.00,23.10
35-39,0.00,20.28,50.00,0.00,0.00,30.34,50.00,26.70
40-44,0.00,18.87,0.00,0.00,0.00,38.82,0.00,32.43
45-49,0.00,20.93,0.00,0.00,0.00,39.34,25.00,33.25
50-54,0.00,27.34,0.00,0.00,0.00,38.67,20.00,34.94
55-59,0.00,32.26,0.00,0.00,0.00,45.57,20.00,40.23
60-64,0.00,32.32,0.00,0.00,50.00,49.68,28.57,43.56
65-OVER,0.00,33.22,0.00,0.00,0.00,44.25,44.44,41.80
TOTAL,0.00,23.61,12.50,0.00,20.00,38.36,20.55,33.40
