PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BEARDS CREEK,0.00,14.90,9.77,50.00,0.00,24.09,9.09,18.97
RYE PATCH/OAK DALE,16.00,11.50,12.12,66.67,30.00,26.41,14.89,21.69
SOUTH LUDOWICI,0.00,15.13,0.00,0.00,6.25,18.34,9.65,15.36
NORTH LUDOWICI,6.25,11.72,5.08,0.00,21.74,26.15,10.59,19.06
TIBET,100.0,7.96,14.29,50.00,25.00,25.94,13.56,22.61
ALMA FLOURNOY,0.00,28.57,0.00,0.00,0.00,27.54,25.00,27.51
FAITH BAPTIST ANNEX,0.00,18.37,12.50,0.00,50.00,30.89,17.78,27.54
88888,0.00,0.00,0.00,0.00,0.00,100.0,inf00,100.0
99999,0.00,16.67,0.00,0.00,0.00,0.00,0.00,5.56
TOTAL,10.81,13.70,8.84,44.44,19.72,25.58,12.58,20.57
