AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,6.00,0.00,0.00,0.00,16.99,11.11,13.19
25-29,0.00,4.69,0.00,0.00,0.00,10.95,25.00,8.66
30-34,0.00,10.00,0.00,0.00,0.00,23.27,20.00,18.85
35-39,0.00,10.64,0.00,0.00,0.00,22.00,8.33,17.74
40-44,0.00,20.00,0.00,0.00,50.00,26.26,33.33,24.74
45-49,0.00,17.24,0.00,0.00,0.00,28.14,16.67,24.77
50-54,0.00,16.54,0.00,0.00,0.00,44.40,11.11,34.25
55-59,0.00,23.66,0.00,100.0,0.00,42.86,33.33,37.64
60-64,0.00,14.08,0.00,0.00,0.00,44.27,33.33,37.58
65-OVER,0.00,14.29,0.00,0.00,100.0,43.76,75.00,39.02
TOTAL,0.00,13.36,0.00,33.33,25.00,34.06,21.84,28.24
