PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,inf00,0.00,100.0
CHAUN,31.43,32.02,0.00,31.75
CLARK,28.00,30.23,0.00,29.03
EDDIN,37.50,33.33,0.00,35.26
EMPIR,37.31,33.02,0.00,35.11
JAYBI,34.00,34.86,0.00,34.45
JONES,33.97,34.39,0.00,34.19
LEE,27.54,24.43,0.00,25.76
MCCRA,44.53,39.61,0.00,41.92
MILAN,42.75,39.11,0.00,40.69
MITCH,42.70,40.36,0.00,41.57
MULLI,31.17,31.64,0.00,31.42
PLAIN,43.22,40.41,0.00,41.84
PONDT,39.34,36.46,0.00,37.76
RAWLI,33.58,30.32,0.00,31.84
VILUL,51.11,40.51,0.00,46.15
YONKE,32.38,34.51,0.00,33.49
TOTAL,33.38,30.15,0.00,31.62
