PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
TIFTON NORTHEAST,21.62,13.08,8.70,0.00,17.39,36.31,23.08,29.13
BRIGHTON,9.09,26.28,15.38,0.00,60.00,45.34,16.67,42.84
BROOKFIELD,0.00,14.29,17.39,0.00,33.33,39.77,22.73,37.30
CHULA,11.11,28.26,0.00,0.00,33.33,50.18,25.00,47.62
DOCIA,0.00,26.32,6.25,0.00,25.00,44.58,23.81,43.04
ELDORADO,0.00,9.89,9.38,0.00,0.00,39.83,7.50,35.13
OMEGA,100.0,18.00,10.45,0.00,0.00,37.13,25.00,31.22
TY TY,0.00,16.09,16.67,0.00,28.57,39.16,16.00,33.24
TIFTON NORTHWEST,9.80,19.91,25.00,0.00,19.05,42.13,23.53,36.85
TIFTON SOUTH,18.75,14.91,13.64,0.00,16.67,36.22,10.84,19.81
MOTT-LITMAN GYM,0.00,16.41,8.11,0.00,18.18,22.96,7.34,16.91
TIFTON LODGE,2.94,15.91,17.81,0.00,4.55,39.85,23.40,33.28
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,12.57,16.14,13.99,0.00,16.94,40.68,17.71,32.13
