PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BOLD SPRINGS,46.15,29.89,20.00,0.00,26.32,45.51,34.49,42.82
WHATLEY,0.00,27.87,80.00,0.00,25.00,46.70,35.64,44.20
WALKER PARK,17.31,25.65,7.14,0.00,25.00,44.77,27.29,40.24
GRATIS,0.00,23.26,50.00,0.00,0.00,57.29,40.58,53.37
BETWEEN,12.50,31.74,26.47,0.00,28.57,47.38,30.77,43.14
WALNUT GROVE,33.33,29.67,18.75,0.00,11.11,43.20,28.26,40.13
LOGANVILLE NORTH,26.47,20.07,17.02,0.00,15.00,39.63,22.31,34.90
SOCIAL CIRCLE,13.33,24.59,29.41,0.00,26.09,44.86,25.46,37.46
SOUTH MONROE,15.00,20.45,6.12,0.00,19.05,42.52,25.78,35.13
NORTH MONROE,6.67,21.38,14.81,0.00,15.38,37.35,19.94,26.75
LOGANVILLE SOUTH,11.11,21.64,38.18,0.00,28.95,40.24,24.92,34.94
WEST WALTON,0.00,31.82,20.51,0.00,35.29,47.24,34.11,44.13
BROKEN ARROW,23.53,30.05,27.59,0.00,31.25,40.71,28.49,38.19
BAY CREEK,18.18,23.53,25.93,0.00,33.33,44.91,27.32,41.02
E MONROE,0.00,18.27,10.71,0.00,11.54,36.85,19.10,27.15
W MONROE,22.22,38.56,33.33,0.00,28.57,50.93,31.58,47.14
TARA,3.23,23.22,23.26,0.00,20.83,42.72,26.61,35.66
MOUNTAIN,18.18,33.33,8.33,0.00,25.00,43.74,26.67,39.77
JERSEY,66.67,17.07,28.57,0.00,66.67,49.73,34.21,46.95
BLASINGAME,100.0,23.53,100.0,0.00,50.00,51.97,32.52,47.54
GOOD HOPE,0.00,25.20,57.14,0.00,0.00,51.16,28.09,45.87
88888,0.00,50.00,0.00,0.00,0.00,100.0,0.00,75.00
TOTAL,16.25,23.34,22.80,0.00,23.69,44.37,27.27,38.62
