PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
COLWELL,0.00,0.00,50.00,0.00,0.00,47.57,45.71,47.36
FAIRPLAY,20.00,0.00,40.00,50.00,33.33,35.68,31.58,35.45
FLINTHILL,25.00,0.00,18.18,0.00,60.00,35.01,26.80,34.59
HEMPTOWN,0.00,0.00,0.00,0.00,14.29,40.50,43.59,40.06
HOTHOUSE,0.00,0.00,0.00,0.00,0.00,39.83,38.24,39.52
MINERAL BLUFF,0.00,50.00,66.67,0.00,50.00,39.46,48.15,39.80
MOBILE,0.00,0.00,0.00,0.00,0.00,40.08,29.17,39.65
MORGANTON,40.00,33.33,0.00,33.33,28.57,41.05,26.67,40.34
NOONTOOTLA,0.00,0.00,25.00,0.00,50.00,45.40,46.67,45.29
SKENIAH,0.00,0.00,0.00,0.00,0.00,52.04,44.44,51.61
SUGAR CREEK,66.67,100.0,14.29,100.0,40.00,39.40,27.40,38.98
TOCCOA,36.36,0.00,21.43,25.00,28.57,35.94,35.64,35.77
TOTAL,27.78,14.81,21.67,33.33,29.55,39.11,34.85,38.81
