PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
STERLING ELEMENTARY,34.62,17.23,8.33,100.0,12.50,35.45,19.93,32.05
MARSHES OF GLYNN,11.11,28.76,23.81,33.33,8.70,33.75,27.23,32.00
SATILLA MARSH SCHOOL,15.79,24.55,25.00,0.00,20.00,37.65,31.02,35.31
GLYNDALE SCHOOL,27.27,12.12,11.76,0.00,33.33,36.36,17.39,33.63
CHRISTIAN RENEWAL,9.09,21.43,30.43,0.00,30.00,42.76,40.89,42.18
OGLETHORPE POINT,16.67,31.94,31.25,0.00,46.67,48.37,40.32,46.92
ST WILLIAMS CHURCH,27.27,27.59,25.00,0.00,26.67,43.20,32.77,41.85
FIRST BAPTIST,31.58,24.79,10.71,0.00,30.77,45.02,31.34,42.90
JEKYLL ISLAND,33.33,25.00,25.00,0.00,33.33,52.36,39.39,50.44
STERLING CH. OF GOD,10.34,18.98,8.96,0.00,12.90,26.16,20.91,23.93
SE BAPTIST BLDG,0.00,14.29,28.00,0.00,8.33,33.76,18.79,28.81
CAREER ACADEMY,18.18,22.46,16.28,50.00,20.00,35.99,17.22,32.63
C B GREER SCHOOL,13.89,18.55,14.81,0.00,18.42,35.48,23.28,30.27
BALLARD COMPLEX,8.00,16.15,16.67,50.00,14.29,29.32,15.96,25.06
NORTHSIDE CHURCH,8.33,18.90,16.98,0.00,6.45,31.19,16.36,23.79
ABUNDANT LIFE,15.79,16.65,7.41,0.00,9.52,25.84,9.96,20.02
COLLEGE PLACE,25.00,19.13,4.17,0.00,7.14,33.89,13.71,25.05
HOWARD COFFIN PARK,20.00,11.06,4.00,0.00,16.67,32.39,14.81,20.85
BURROUGHS MOLETTE,0.00,12.93,5.00,0.00,3.23,12.43,8.76,12.40
SELDEN PARK,0.00,10.48,8.33,0.00,40.00,20.67,6.78,13.30
88888,0.00,0.00,0.00,0.00,0.00,75.00,0.00,37.50
99999,0.00,0.00,0.00,0.00,0.00,33.33,0.00,16.67
TOTAL,16.56,16.25,14.43,27.78,16.32,36.85,22.62,30.66
