AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,33.33,17.54,0.00,0.00,17.77,16.50,17.50
25-29,0.00,0.00,12.00,0.00,14.29,16.26,13.19,15.82
30-34,0.00,16.67,0.00,100.0,12.50,25.57,23.08,24.38
35-39,0.00,100.0,8.33,0.00,16.67,28.83,28.79,28.31
40-44,0.00,0.00,5.26,0.00,28.57,32.22,23.33,31.08
45-49,0.00,0.00,12.50,100.0,25.00,37.92,32.31,36.95
50-54,0.00,25.00,27.27,0.00,0.00,40.12,27.84,39.12
55-59,25.00,0.00,16.67,0.00,28.57,44.29,25.93,43.00
60-64,0.00,50.00,28.57,0.00,33.33,51.40,39.33,50.68
65-OVER,33.33,28.57,7.69,0.00,40.00,52.11,46.19,51.61
TOTAL,9.68,20.00,11.72,25.00,20.00,40.75,29.89,39.61
