AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,18.38,11.93,21.98,28.17,17.69,26.42,14.59,19.91
25-29,14.81,12.23,19.01,16.07,17.49,24.16,12.39,18.86
30-34,14.75,17.73,20.62,22.45,19.60,28.96,16.55,23.49
35-39,20.25,22.41,23.92,22.45,23.87,33.81,17.24,27.96
40-44,18.96,28.95,25.63,15.38,22.04,38.32,19.90,32.70
45-49,22.93,31.79,29.23,17.31,29.13,42.95,22.30,37.25
50-54,20.72,35.83,28.42,23.81,33.33,48.11,22.71,42.13
55-59,20.68,38.37,33.06,26.92,35.88,52.39,23.20,46.70
60-64,19.90,42.43,32.67,18.52,38.85,56.51,27.84,51.53
65-OVER,19.70,44.89,32.49,37.50,42.13,59.54,36.01,55.76
TOTAL,19.20,26.91,25.17,22.10,26.67,44.17,19.08,36.53
