AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,23.73,0.00,0.00,50.00,21.05,0.00,21.84
25-29,0.00,20.37,0.00,0.00,0.00,9.52,0.00,16.05
30-34,0.00,27.78,0.00,0.00,0.00,39.13,50.00,30.12
35-39,0.00,14.29,0.00,0.00,0.00,26.92,100.0,20.00
40-44,0.00,27.27,0.00,0.00,0.00,28.57,0.00,27.03
45-49,0.00,42.86,0.00,0.00,0.00,44.44,50.00,43.68
50-54,0.00,29.41,0.00,0.00,0.00,63.16,0.00,39.20
55-59,0.00,32.43,0.00,0.00,0.00,52.94,100.0,39.45
60-64,0.00,42.42,0.00,0.00,0.00,78.57,40.00,55.75
65-OVER,0.00,43.48,0.00,0.00,100.0,53.23,66.67,48.68
TOTAL,0.00,32.83,0.00,0.00,33.33,48.57,34.38,38.54
