AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,9.90,8.33,50.00,42.86,23.87,18.75,21.91
25-29,0.00,9.52,25.00,0.00,16.67,18.36,13.83,16.86
30-34,0.00,14.71,0.00,0.00,75.00,28.42,26.56,27.17
35-39,50.00,22.78,33.33,0.00,0.00,35.71,33.33,34.33
40-44,60.00,24.73,40.00,0.00,0.00,44.12,43.55,42.45
45-49,50.00,34.34,33.33,0.00,20.00,45.84,29.87,43.72
50-54,0.00,35.04,100.0,0.00,0.00,51.66,41.98,49.23
55-59,0.00,33.33,50.00,0.00,50.00,53.46,28.85,50.09
60-64,0.00,45.74,0.00,0.00,50.00,61.23,42.86,58.33
65-OVER,33.33,41.83,50.00,0.00,40.00,62.34,49.32,59.44
TOTAL,24.14,29.75,29.79,14.29,30.23,45.63,31.13,42.96
