AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,14.29,5.580,10.42,0.00,21.43,18.24,8.000,14.55
25-29,0.00,7.730,13.64,0.00,0.00,18.45,12.00,15.21
30-34,25.00,11.41,23.53,0.00,0.00,21.69,36.36,19.66
35-39,0.00,10.60,16.67,0.00,0.00,33.17,4.350,27.53
40-44,0.00,24.58,7.690,0.00,0.00,36.34,20.00,32.95
45-49,20.00,22.10,10.00,0.00,0.00,38.27,0.00,33.79
50-54,25.00,22.40,27.27,0.00,50.00,42.17,26.92,37.63
55-59,33.33,34.76,42.86,0.00,0.00,48.06,30.43,45.04
60-64,0.00,31.03,0.00,0.00,0.00,53.73,20.00,48.82
65-OVER,33.33,34.96,20.00,0.00,0.00,53.19,22.58,49.61
TOTAL,14.29,21.39,15.13,0.00,10.64,39.61,17.65,34.95
