AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.36,50.00,0.00,33.33,10.00,2.33,7.20
25-29,0.00,7.97,0.00,0.00,0.00,12.68,5.56,10.28
30-34,0.00,8.26,0.00,0.00,0.00,23.72,9.09,17.71
35-39,0.00,18.18,0.00,0.00,0.00,30.41,16.67,25.83
40-44,0.00,9.90,25.00,0.00,0.00,29.27,11.11,22.19
45-49,0.00,19.54,33.33,0.00,0.00,30.28,35.29,27.61
50-54,100.0,16.81,0.00,0.00,0.00,31.52,22.22,26.77
55-59,0.00,21.54,0.00,0.00,0.00,31.97,5.88,27.37
60-64,0.00,19.77,0.00,0.00,0.00,34.08,0.00,29.27
65-OVER,50.00,20.36,0.00,0.00,50.00,42.64,41.38,38.33
TOTAL,22.22,14.45,23.08,0.00,22.22,30.68,14.55,25.14
