AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,14.00,66.67,100.0,0.00,25.50,20.45,21.89
25-29,0.00,12.42,0.00,0.00,0.00,27.92,34.78,22.47
30-34,0.00,15.11,0.00,0.00,0.00,23.14,31.82,20.51
35-39,0.00,25.74,0.00,0.00,0.00,31.96,16.67,29.03
40-44,0.00,26.72,0.00,0.00,0.00,30.92,24.24,28.97
45-49,33.33,24.63,0.00,0.00,0.00,41.86,22.22,35.27
50-54,0.00,38.99,33.33,0.00,50.00,48.06,29.63,44.22
55-59,0.00,33.86,0.00,0.00,0.00,50.78,41.94,44.83
60-64,0.00,41.51,0.00,0.00,0.00,56.33,38.89,51.23
65-OVER,16.67,47.93,0.00,0.00,0.00,58.60,43.48,55.55
TOTAL,11.76,30.70,23.08,33.33,6.67,45.14,31.07,40.07
