AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,16.03,25.00,0.00,100.0,16.67,0.00,16.58
25-29,0.00,18.60,0.00,0.00,0.00,22.86,0.00,19.20
30-34,0.00,21.33,0.00,0.00,0.00,32.79,0.00,24.19
35-39,25.00,24.82,0.00,0.00,0.00,24.71,0.00,24.35
40-44,0.00,32.37,0.00,0.00,0.00,34.57,0.00,31.74
45-49,0.00,31.65,50.00,0.00,0.00,35.85,0.00,33.20
50-54,0.00,32.12,50.00,0.00,0.00,44.34,25.00,36.82
55-59,0.00,34.05,0.00,0.00,0.00,41.00,50.00,36.59
60-64,0.00,38.89,0.00,0.00,0.00,51.54,0.00,44.05
65-OVER,0.00,36.34,0.00,0.00,100.0,53.33,71.43,45.17
TOTAL,6.67,29.79,20.00,0.00,100.0,41.42,22.58,34.14
