PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
02,0.00,20.00,0.00,0.00,0.00,40.70,11.11,38.96
03,0.00,41.46,0.00,0.00,0.00,48.36,0.00,46.06
04,0.00,55.00,0.00,0.00,0.00,45.04,28.57,45.00
05,0.00,42.49,0.00,0.00,0.00,41.96,30.77,41.96
06,0.00,15.38,0.00,0.00,0.00,34.42,16.67,33.13
07,0.00,42.47,0.00,0.00,0.00,44.97,8.330,43.14
08,0.00,29.53,0.00,0.00,0.00,43.98,15.00,31.45
10,100.0,31.01,0.00,0.00,28.57,43.24,21.88,36.57
11,0.00,29.41,0.00,0.00,0.00,45.96,45.45,40.91
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,8.330,33.84,0.00,0.00,11.76,41.54,20.93,37.65
