PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01,44.87,41.13,0.00,42.75
02,17.42,24.19,25.00,21.42
03,25.10,29.62,0.00,27.69
04,17.15,25.77,0.00,22.19
05,21.53,27.67,0.00,25.01
06,29.70,31.12,0.00,30.49
07,39.52,41.15,0.00,40.37
08,40.77,39.81,0.00,40.27
09,37.95,40.49,0.00,39.31
10,36.77,38.42,50.00,37.66
11,38.66,40.52,0.00,39.65
12,31.24,29.93,0.00,30.50
13,33.94,40.28,100.0,37.31
15,28.78,31.62,0.00,30.33
16,33.90,38.43,100.0,36.35
88888,inf00,200.0,0.00,400.0
99999,0.00,0.00,0.00,0.00
TOTAL,32.05,34.29,23.53,33.29
