PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
YATESVILLE,40.30,45.30,0.00,42.85
SALEM,46.11,53.44,0.00,50.00
REDBONE,34.70,34.75,0.00,34.72
TOWN,30.64,31.28,0.00,31.00
TOTAL,33.66,34.21,0.00,33.95
