PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SAMMY MCCLURE MID SC,36.83,38.55,33.33,37.70
NORTHSIDE ELEM SCH,38.21,41.39,0.00,39.89
MOSES MIDDLE SCHOOL,35.08,36.50,100.0,35.86
RUSSOM ELEM SCH,32.79,33.85,0.00,33.33
MT TABOR PARK,33.89,35.14,25.00,34.57
WATSON GOVT COMPLEX,27.35,28.49,0.00,27.98
P B RITCH MIDD SCH,30.89,31.97,33.33,31.50
SARA RAGSDALE ELM SC,31.45,31.54,33.33,31.50
PAULDING CO HIGH SC,31.23,31.28,0.00,31.24
HIRAM HIGH SCHOOL,29.53,31.66,0.00,30.70
TAYLOR FARM PARK,31.85,33.86,11.11,32.90
AUSTIN MIDDLE SCHOOL,30.60,31.96,100.0,31.35
NEBO ELEMENTARY SCH,33.71,34.51,0.00,34.12
CARL SCOGGINS MID SC,37.03,38.12,0.00,37.61
88888,100.0,600.0,0.00,350.0
TOTAL,32.62,33.77,23.68,33.23
