PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1713,32.97,31.20,50.00,32.05
1923,32.61,31.47,33.33,32.00
1933,34.75,35.83,0.00,35.31
1943,35.95,31.64,0.00,33.63
2713,43.06,41.46,33.33,42.18
2923,46.95,46.89,0.00,46.92
2933,41.17,42.44,0.00,41.85
2943,42.52,43.21,40.00,42.90
2953,48.85,51.74,0.00,50.44
3713,24.77,23.26,0.00,23.93
3723,31.16,27.00,0.00,28.81
3733,33.60,31.81,0.00,32.63
3743,29.93,30.52,50.00,30.27
4913,26.47,24.04,50.00,25.06
4923,23.06,24.39,20.00,23.79
4933,21.04,19.28,0.00,20.02
5913,24.72,25.30,0.00,25.05
5923,20.98,20.78,0.00,20.85
5933,11.23,13.14,0.00,12.40
5943,10.64,15.17,0.00,13.30
88888,14.29,200.0,0.00,37.50
99999,0.00,20.00,0.00,16.67
TOTAL,31.29,30.16,21.95,30.66
