PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
VETERAN'S COMM CTR,32.54,31.01,100.0,31.69
99999,0.00,0.00,0.00,0.00
TOTAL,32.54,31.00,100.0,31.68
