AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,2.530,0.00,100.0,0.00,22.22,0.00,11.26
25-29,0.00,7.410,0.00,0.00,0.00,29.82,33.33,19.13
30-34,0.00,18.60,0.00,0.00,0.00,40.38,20.00,29.70
35-39,0.00,14.00,0.00,0.00,0.00,35.71,0.00,25.00
40-44,0.00,20.37,0.00,0.00,0.00,46.15,0.00,34.17
45-49,0.00,26.42,0.00,0.00,0.00,44.00,0.00,36.15
50-54,0.00,28.92,0.00,0.00,0.00,51.47,33.33,38.46
55-59,0.00,37.84,0.00,0.00,0.00,51.85,50.00,44.94
60-64,0.00,36.36,100.0,0.00,0.00,53.85,0.00,46.84
65-OVER,0.00,32.64,0.00,0.00,0.00,56.96,66.67,47.62
TOTAL,0.00,24.14,14.29,100.0,0.00,46.78,28.57,36.13
