PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
GREENSBORO,20.00,25.80,17.14,0.00,9.09,39.20,22.46,30.19
GRESHAMVILLE,0.00,27.48,0.00,0.00,14.29,48.48,40.91,43.44
WOODVILLE,0.00,26.95,0.00,0.00,100.0,41.70,19.05,33.57
UNION POINT,33.33,25.25,0.00,0.00,33.33,36.64,15.00,29.67
SILOAM,100.0,27.27,0.00,0.00,100.0,38.07,14.29,31.28
WHITE PLAINS,0.00,30.96,0.00,0.00,0.00,40.62,22.22,34.69
WALKER,66.67,23.31,27.27,0.00,0.00,53.17,50.00,49.75
OLD SALEM,13.33,31.11,38.89,0.00,42.86,59.72,52.17,57.95
88888,0.00,0.00,0.00,0.00,0.00,50.00,0.00,50.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,22.22,26.34,17.98,0.00,23.53,50.77,39.16,42.04
