PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
WEST,54.93,53.30,0.00,54.10
CENTRAL,39.38,39.41,75.00,39.41
EAST,39.38,39.84,25.00,39.61
TOTAL,41.41,41.34,50.00,41.38
