PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
FOLKSTON,16.67,17.79,0.00,0.00,20.00,32.35,16.52,23.40
GA BEND,0.00,0.00,0.00,0.00,0.00,24.16,28.07,24.28
ST. GEORGE,0.00,0.00,0.00,0.00,25.00,27.51,22.81,26.22
AMERICAN LEGION,33.33,33.33,0.00,0.00,0.00,42.80,33.33,41.39
HOMELAND,100.0,13.33,0.00,0.00,40.00,27.40,14.86,25.33
FOLKSTON FIRE,40.00,25.00,0.00,0.00,100.0,32.40,28.95,31.94
RACEPOND,0.00,33.33,0.00,0.00,0.00,33.49,10.00,31.33
WINOKUR,0.00,28.57,0.00,0.00,0.00,34.38,24.00,33.22
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,28.57,17.67,0.00,0.00,24.00,31.73,21.15,27.50
