PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BLOODWORTH,40.34,37.70,0.00,38.96
GRIFFIN,40.74,51.19,0.00,46.06
HIGH HILL,40.79,48.81,0.00,45.00
IRWINTON,38.02,45.17,0.00,41.96
IVEY,35.71,30.75,0.00,33.13
LORD,42.57,43.61,0.00,43.14
MIDWAY,25.42,36.03,0.00,31.45
RAMAH,36.39,36.71,0.00,36.57
TURKEY CREEK,40.10,41.71,0.00,40.91
99999,0.00,0.00,0.00,0.00
TOTAL,36.31,38.77,0.00,37.65
