PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1B,0.00,18.92,0.00,0.00,20.00,36.99,19.05,34.94
1C,0.00,26.32,9.090,0.00,0.00,41.23,20.00,39.83
2,0.00,21.76,11.90,0.00,5.260,31.42,7.140,24.12
3A,0.00,0.00,0.00,0.00,0.00,43.43,33.33,42.86
3A1,0.00,28.57,50.00,0.00,100.0,43.78,30.00,43.17
3B,0.00,30.30,0.00,0.00,0.00,43.95,40.00,36.89
3C,14.29,14.97,16.00,0.00,0.00,40.08,19.23,35.21
4A,0.00,0.00,25.00,0.00,0.00,44.41,16.67,41.37
4B,0.00,0.00,0.00,0.00,0.00,50.25,12.50,48.78
4C,0.00,0.00,0.00,0.00,0.00,45.29,8.330,43.50
4D,20.00,26.53,31.58,0.00,0.00,43.34,36.36,41.84
5A,0.00,14.12,8.330,0.00,0.00,31.35,10.00,28.53
5B,0.00,20.95,33.33,0.00,66.67,33.27,7.690,30.84
5C,100.0,0.00,25.00,0.00,0.00,46.99,37.50,46.15
88888,0.00,100.0,0.00,0.00,0.00,0.00,0.00,50.00
TOTAL,14.29,21.39,15.13,0.00,10.64,39.59,17.65,34.93
